circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr21:37420299|37496258	chr21	37420299	37496258	6	3_3_0	65	0.156	exon	ENSG00000157540.19,	+	SRR3479243.2191502,SRR3479243.7521235,SRR3479243.20804885,SRR3479243.25596717,SRR3479243.3953318,SRR3479243.4682035,
chr21:37472684|37496258	chr21	37472684	37496258	2	2_2_0	77	0.049	exon	ENSG00000157540.19,	+	SRR3479243.7028544,SRR3479243.11785434,
chr21:39206108|39212707	chr21	39206108	39212707	7	6_0_6	55	0.203	exon	ENSG00000185658.13,	-	SRR3479243.13857605,SRR3479243.20500366,SRR3479243.26531882,SRR3479243.26684920,SRR3479243.6196535,SRR3479243.29036371,SRR3479243.30917097,
chr21:39215237|39218660	chr21	39215237	39218660	2	1_1_1	46	0.080	exon	ENSG00000185658.13,	-	SRR3479243.21033381,SRR3479243.16682789,
chr21:39218152|39218660	chr21	39218152	39218660	2	2_2_0	58	0.065	exon	ENSG00000185658.13,	-	SRR3479243.16762525,SRR3479243.7528422,
chr21:39224408|39229436	chr21	39224408	39229436	3	1_2_2	91	0.062	exon	ENSG00000185658.13,	-	SRR3479243.22025992,SRR3479243.22383591,SRR3479243.1808025,
chr21:39224408|39232498	chr21	39224408	39232498	3	0_3_3	74	0.075	exon	ENSG00000185658.13,	-	SRR3479243.16526301,SRR3479243.8294769,SRR3479243.12181583,
chr21:39228500|39229436	chr21	39228500	39229436	8	3_3_7	100	0.138	exon	ENSG00000185658.13,	-	SRR3479243.728584,SRR3479243.20289791,SRR3479243.20445022,SRR3479243.11624008,SRR3479243.3592390,SRR3479243.29136113,SRR3479243.24909321,SRR3479243.27548891,
chr21:39247701|39258672	chr21	39247701	39258672	4	3_3_1	117	0.064	exon	ENSG00000185658.13,	-	SRR3479243.7304057,SRR3479243.26308023,SRR3479243.5089902,SRR3479243.20216605,
chr21:39247701|39274472	chr21	39247701	39274472	2	2_2_0	140	0.028	exon	ENSG00000185658.13,	-	SRR3479243.15861490,SRR3479243.7363724,
chr21:39269899|39270433	chr21	39269899	39270433	4	3_3_0	64	0.111	exon	ENSG00000185658.13,	-	SRR3479243.12774790,SRR3479243.14950955,SRR3479243.8935026,SRR3479243.5918241,
chr21:39269899|39274472	chr21	39269899	39274472	2	2_2_0	127	0.031	exon	ENSG00000185658.13,	-	SRR3479243.18438977,SRR3479243.8771004,
chr21:41226266|41257326	chr21	41226266	41257326	6	4_4_1	66	0.154	exon	ENSG00000182240.15,	+	SRR3479243.15199171,SRR3479243.22768382,SRR3479243.8864651,SRR3479243.20737268,SRR3479243.5414565,SRR3479243.5474152,
chr21:41237513|41257326	chr21	41237513	41257326	6	5_5_0	77	0.135	exon	ENSG00000182240.15,	+	SRR3479243.1202037,SRR3479243.17632353,SRR3479243.9038144,SRR3479243.20518057,SRR3479243.25425695,SRR3479243.11331316,
chr21:44052280|44063785	chr21	44052280	44063785	2	2_2_0	117	0.033	exon	ENSG00000160218.12,	+	SRR3479243.1908243,SRR3479243.22195835,
chr21:44077693|44080127	chr21	44077693	44080127	2	0_2_2	59	0.063	exon	ENSG00000160218.12,	+	SRR3479243.20490422,SRR3479243.12331124,
chr21:44855210|44861271	chr21	44855210	44861271	6	2_3_5	265	0.043	exon	ENSG00000183255.11,	-	SRR3479243.16156838,SRR3479243.18466165,SRR3479243.22788417,SRR3479243.25559990,SRR3479243.11146442,SRR3479243.11986746,
chr21:45128402|45134832	chr21	45128402	45134832	13	9_8_1	15	0.634	exon	ENSG00000197381.15,	+	SRR3479243.3071940,SRR3479243.17844017,SRR3479243.6405180,SRR3479243.7732567,SRR3479243.8617222,SRR3479243.20999503,SRR3479243.21643967,SRR3479243.25536279,SRR3479243.27436884,SRR3479243.9528512,SRR3479243.28615874,SRR3479243.26411023,SRR3479243.10685460,
chr21:45180330|45185091	chr21	45180330	45185091	2	2_2_0	37	0.098	exon	ENSG00000197381.15,	+	SRR3479243.14473335,SRR3479243.6427820,
chr21:45525817|45538008	chr21	45525817	45538008	3	3_2_0	39	0.133	exon	ENSG00000173638.18,	-	SRR3479243.21602405,SRR3479243.30943079,SRR3479243.5292170,
chr21:46314716|46315547	chr21	46314716	46315547	3	3_1_2	75	0.074	exon	ENSG00000160298.17,	-	SRR3479243.21258038,SRR3479243.26102794,SRR3479243.30916093,
chr21:46326377|46334768	chr21	46326377	46334768	2	2_2_0	107	0.036	exon	ENSG00000160299.16,	+	SRR3479243.13556879,SRR3479243.15118018,
chr21:46334397|46334768	chr21	46334397	46334768	2	2_2_0	62	0.061	exon	ENSG00000160299.16,	+	SRR3479243.22376222,SRR3479243.19191471,
chr21:46349012|46349820	chr21	46349012	46349820	4	4_3_0	48	0.143	exon	ENSG00000160299.16,	+	SRR3479243.13574232,SRR3479243.20307882,SRR3479243.4268968,SRR3479243.14050514,
chr21:46363480|46367139	chr21	46363480	46367139	2	2_2_0	98	0.039	exon	ENSG00000160299.16,	+	SRR3479243.3288500,SRR3479243.4794648,
chr21:46381694|46385983	chr21	46381694	46385983	4	4_3_0	23	0.258	exon	ENSG00000160299.16,	+	SRR3479243.15498552,SRR3479243.23087524,SRR3479243.19015281,SRR3479243.21974130,
chr21:46496988|46511614	chr21	46496988	46511614	2	2_2_0	73	0.052	exon	ENSG00000160305.17,	+	SRR3479243.27856947,SRR3479243.11956372,
chr21:46643535|46644488	chr21	46643535	46644488	2	2_2_0	161	0.024	exon	ENSG00000160310.16,	+	SRR3479243.22856812,SRR3479243.30378594,
chr22:17499410|17500735	chr22	17499410	17500735	2	2_2_0	33	0.108	exon	ENSG00000099954.18,	+	SRR3479243.1349899,SRR3479243.2624173,
chr22:17500631|17505016	chr22	17500631	17505016	4	3_3_0	73	0.099	exon	ENSG00000099954.18,	+	SRR3479243.21617709,SRR3479243.26553047,SRR3479243.27121793,SRR3479243.27777983,
chr22:19383620|19410778	chr22	19383620	19410778	2	0_2_2	85	0.045	exon	ENSG00000100084.14,ENSG00000242259.8,	-	SRR3479243.14028193,SRR3479243.9255906,
chr22:20933779|20934244	chr22	20933779	20934244	67	32_38_0	118	0.532	exon	ENSG00000099942.12,	+	SRR3479243.238579,SRR3479243.247587,SRR3479243.281025,SRR3479243.1791375,SRR3479243.1802203,SRR3479243.12540468,SRR3479243.13846493,SRR3479243.13992439,SRR3479243.14172604,SRR3479243.14219058,SRR3479243.14522375,SRR3479243.15544256,SRR3479243.16333202,SRR3479243.16684753,SRR3479243.17557796,SRR3479243.21756882,SRR3479243.22428133,SRR3479243.22617945,SRR3479243.24596905,SRR3479243.8253393,SRR3479243.19863532,SRR3479243.25095241,SRR3479243.25580207,SRR3479243.25670156,SRR3479243.26298205,SRR3479243.26794617,SRR3479243.9824779,SRR3479243.12322360,SRR3479243.4203668,SRR3479243.4296491,SRR3479243.4769343,SRR3479243.6057348,SRR3479243.28277521,SRR3479243.29875745,SRR3479243.29971457,SRR3479243.30626920,SRR3479243.1588923,SRR3479243.3094703,SRR3479243.12973776,SRR3479243.15593534,SRR3479243.16803488,SRR3479243.17614182,SRR3479243.17954871,SRR3479243.22314374,SRR3479243.22592710,SRR3479243.23028238,SRR3479243.7960622,SRR3479243.8144934,SRR3479243.8344270,SRR3479243.9170105,SRR3479243.19045810,SRR3479243.19133374,SRR3479243.25058485,SRR3479243.25163696,SRR3479243.26013347,SRR3479243.26613296,SRR3479243.9464452,SRR3479243.10524954,SRR3479243.11030985,SRR3479243.11226780,SRR3479243.12157290,SRR3479243.12278736,SRR3479243.4867233,SRR3479243.5129148,SRR3479243.5722863,SRR3479243.27993149,SRR3479243.30634403,
chr22:21669913|21675115	chr22	21669913	21675115	3	1_1_3	115	0.050	exon	ENSG00000100023.18,	+	SRR3479243.21969155,SRR3479243.19057885,SRR3479243.3812160,
chr22:21700976|21710908	chr22	21700976	21710908	2	2_2_0	1	0.800	exon	ENSG00000100027.14,	-	SRR3479243.24831609,SRR3479243.5831595,
chr22:21769195|21805945	chr22	21769195	21805945	2	2_1_1	134	0.029	exon	ENSG00000100030.14,	-	SRR3479243.17153951,SRR3479243.29245281,
chr22:21799012|21807846	chr22	21799012	21807846	3	3_2_1	138	0.042	exon	ENSG00000100030.14,	-	SRR3479243.16293466,SRR3479243.6236643,SRR3479243.29623037,
chr22:21805850|21807846	chr22	21805850	21807846	3	3_3_0	135	0.043	exon	ENSG00000100030.14,	-	SRR3479243.15307286,SRR3479243.27498456,SRR3479243.10155921,
chr22:23095247|23096418	chr22	23095247	23096418	2	2_1_0	70	0.054	exon	ENSG00000128266.8,	+	SRR3479243.26445759,SRR3479243.16397536,
chr22:23273081|23273774	chr22	23273081	23273774	3	0_2_2	91	0.062	exon	ENSG00000186716.19,	+	SRR3479243.16185661,SRR3479243.17510456,SRR3479243.19551661,
chr22:24302195|24313466	chr22	24302195	24313466	7	7_7_0	97	0.126	exon	ENSG00000258555.6,ENSG00000100014.19,	+	SRR3479243.13443782,SRR3479243.24092911,SRR3479243.24129310,SRR3479243.18951326,SRR3479243.27032037,SRR3479243.27897365,SRR3479243.10161626,
chr22:24302195|24369320	chr22	24302195	24369320	2	1_2_0	66	0.057	exon	ENSG00000258555.6,ENSG00000100014.19,	+	SRR3479243.21997349,SRR3479243.24014445,
chr22:25594299|25604453	chr22	25594299	25604453	6	4_3_4	15	0.444	intron	ENSG00000100077.14,	+	SRR3479243.1060875,SRR3479243.18692190,SRR3479243.20791970,SRR3479243.26528525,SRR3479243.29877440,SRR3479243.30770515,
chr22:25661576|25678915	chr22	25661576	25678915	2	0_1_2	76	0.050	exon	ENSG00000100077.14,	+	SRR3479243.1817862,SRR3479243.7968823,
chr22:25672296|25695214	chr22	25672296	25695214	3	0_2_2	70	0.079	exon	ENSG00000100077.14,	+	SRR3479243.15282808,SRR3479243.21329645,SRR3479243.30674266,
chr22:26457859|26458577	chr22	26457859	26458577	5	3_5_2	75	0.118	exon	ENSG00000100099.20,	-	SRR3479243.14412676,SRR3479243.17095846,SRR3479243.24344872,SRR3479243.6400927,SRR3479243.21692450,
chr22:27873738|27897892	chr22	27873738	27897892	3	1_0_3	118	0.048	exon	ENSG00000180957.17,	-	SRR3479243.978721,SRR3479243.13289376,SRR3479243.16492785,
chr22:27873738|27914347	chr22	27873738	27914347	4	3_0_4	109	0.068	exon	ENSG00000180957.17,	-	SRR3479243.14196164,SRR3479243.8596032,SRR3479243.26910224,SRR3479243.19180930,
chr22:27894555|27914347	chr22	27894555	27914347	7	1_0_7	111	0.112	exon	ENSG00000180957.17,	-	SRR3479243.11990096,SRR3479243.13864843,SRR3479243.18146559,SRR3479243.24052159,SRR3479243.7119672,SRR3479243.7604202,SRR3479243.5703694,
chr22:27910964|27914347	chr22	27910964	27914347	2	2_0_2	64	0.059	exon	ENSG00000180957.17,	-	SRR3479243.27613607,SRR3479243.11310649,
chr22:28163092|28163599	chr22	28163092	28163599	3	2_3_0	28	0.176	exon	ENSG00000100154.14,	-	SRR3479243.17649063,SRR3479243.7772384,SRR3479243.11506718,
chr22:28296198|28297852	chr22	28296198	28297852	11	9_8_1	29	0.431	exon	ENSG00000100154.14,	-	SRR3479243.12516027,SRR3479243.13321601,SRR3479243.16328997,SRR3479243.17048316,SRR3479243.22350940,SRR3479243.10281764,SRR3479243.10811742,SRR3479243.12187337,SRR3479243.1667251,SRR3479243.7684103,SRR3479243.30959015,
chr22:28296198|28306643	chr22	28296198	28306643	2	1_1_1	37	0.098	exon	ENSG00000100154.14,	-	SRR3479243.30433471,SRR3479243.25282313,
chr22:28514757|28519320	chr22	28514757	28519320	12	2_5_9	12	0.667	intergenic_region	n/a	-	SRR3479243.399196,SRR3479243.2927006,SRR3479243.12491556,SRR3479243.12623369,SRR3479243.16441578,SRR3479243.16995640,SRR3479243.21611301,SRR3479243.27223118,SRR3479243.5917969,SRR3479243.965311,SRR3479243.12591467,SRR3479243.29022889,
chr22:28515627|28519320	chr22	28515627	28519320	4	1_2_4	24	0.250	intergenic_region	n/a	-	SRR3479243.16711536,SRR3479243.22599196,SRR3479243.24248509,SRR3479243.25930708,
chr22:28694032|28695873	chr22	28694032	28695873	2	2_2_0	66	0.057	exon	ENSG00000183765.20,	-	SRR3479243.21765546,SRR3479243.25894726,
chr22:28710006|28734727	chr22	28710006	28734727	2	0_2_2	322	0.012	exon	ENSG00000183765.20,	-	SRR3479243.20887207,SRR3479243.27398843,
chr22:29121357|29125416	chr22	29121357	29125416	3	1_2_1	27	0.182	exon	ENSG00000183762.12,	+	SRR3479243.6833185,SRR3479243.27532967,SRR3479243.5876280,
chr22:29970976|29979052	chr22	29970976	29979052	3	2_3_1	42	0.125	exon	ENSG00000100330.15,	+	SRR3479243.218606,SRR3479243.13746179,SRR3479243.26308033,
chr22:29978442|29991670	chr22	29978442	29991670	2	2_2_0	32	0.111	exon	ENSG00000100330.15,	+	SRR3479243.9230147,SRR3479243.3700190,
chr22:31758546|31765060	chr22	31758546	31765060	3	2_2_0	27	0.182	exon	ENSG00000100150.16,	+	SRR3479243.16470938,SRR3479243.27508095,SRR3479243.9568540,
chr22:32478981|32479275	chr22	32478981	32479275	12	10_10_1	182	0.117	exon	ENSG00000100225.17,	+	SRR3479243.1856440,SRR3479243.16767791,SRR3479243.17197578,SRR3479243.9107037,SRR3479243.19931894,SRR3479243.21616055,SRR3479243.5299679,SRR3479243.29001088,SRR3479243.29491393,SRR3479243.22366915,SRR3479243.24407264,SRR3479243.19346855,
chr22:32478981|32485209	chr22	32478981	32485209	4	3_3_0	187	0.041	exon	ENSG00000100225.17,	+	SRR3479243.12915377,SRR3479243.4986165,SRR3479243.22418093,SRR3479243.8446932,
chr22:33761371|33765953	chr22	33761371	33765953	6	5_3_2	21	0.364	intron	ENSG00000133424.20,	-	SRR3479243.22412511,SRR3479243.7689479,SRR3479243.26139662,SRR3479243.26497579,SRR3479243.27154561,SRR3479243.28179967,
chr22:33761371|33856802	chr22	33761371	33856802	3	2_1_0	21	0.222	exon	ENSG00000133424.20,	-	SRR3479243.15342902,SRR3479243.17217415,SRR3479243.5326686,
chr22:35292992|35293743	chr22	35292992	35293743	2	2_2_0	88	0.043	exon	ENSG00000100281.13,	+	SRR3479243.7416976,SRR3479243.29413171,
chr22:36518763|36519537	chr22	36518763	36519537	15	10_10_0	3681	0.008	exon	ENSG00000100353.17,	-	SRR3479243.551446,SRR3479243.13953205,SRR3479243.17457482,SRR3479243.21989010,SRR3479243.6386852,SRR3479243.8526419,SRR3479243.20070511,SRR3479243.20457363,SRR3479243.20853722,SRR3479243.25263308,SRR3479243.11044320,SRR3479243.3753284,SRR3479243.3835776,SRR3479243.4047257,SRR3479243.29129441,
chr22:37687910|37688992	chr22	37687910	37688992	5	3_3_0	189	0.050	exon	ENSG00000273899.4,ENSG00000100101.15,	+	SRR3479243.8805764,SRR3479243.10708890,SRR3479243.11849815,SRR3479243.6032260,SRR3479243.29570396,
chr22:37812887|37813609	chr22	37812887	37813609	5	4_5_1	11	0.476	exon	ENSG00000100116.16,	+	SRR3479243.15052478,SRR3479243.17705470,SRR3479243.6396173,SRR3479243.19936348,SRR3479243.9866817,
chr22:38245935|38248019	chr22	38245935	38248019	2	2_2_0	34	0.105	exon	ENSG00000198792.12,	-	SRR3479243.2989793,SRR3479243.29495068,
chr22:38493710|38498573	chr22	38493710	38498573	2	1_1_1	1256	0.003	exon	ENSG00000100201.19,	-	SRR3479243.15173100,SRR3479243.27201150,
chr22:38537592|38568289	chr22	38537592	38568289	2	1_1_2	18	0.182	exon	ENSG00000100206.9,	-	SRR3479243.24372074,SRR3479243.26592630,
chr22:40273425|40285770	chr22	40273425	40285770	2	2_2_0	24	0.143	exon	ENSG00000100354.20,	+	SRR3479243.29749410,SRR3479243.30569963,
chr22:41125864|41140257	chr22	41125864	41140257	7	5_2_3	75	0.157	exon	ENSG00000100393.11,	+	SRR3479243.707657,SRR3479243.12471106,SRR3479243.14813797,SRR3479243.6635463,SRR3479243.7637472,SRR3479243.19220215,SRR3479243.24881082,
chr22:41274600|41281082	chr22	41274600	41281082	3	2_1_2	91	0.062	exon	ENSG00000100401.19,	-	SRR3479243.25830998,SRR3479243.3650517,SRR3479243.23628065,
chr22:41342529|41343576	chr22	41342529	41343576	5	4_5_1	82	0.109	exon	ENSG00000100403.11,	+	SRR3479243.798412,SRR3479243.1911511,SRR3479243.16418811,SRR3479243.17674664,SRR3479243.24518444,
chr22:41808875|41810291	chr22	41808875	41810291	8	6_4_2	30	0.348	exon	ENSG00000100147.13,	+	SRR3479243.14924753,SRR3479243.22846019,SRR3479243.26883228,SRR3479243.10352773,SRR3479243.3908183,SRR3479243.5756497,SRR3479243.28813522,SRR3479243.24335898,
chr22:41808875|41813822	chr22	41808875	41813822	9	4_6_5	12	0.600	exon	ENSG00000100147.13,	+	SRR3479243.13678741,SRR3479243.17890109,SRR3479243.22657666,SRR3479243.20555656,SRR3479243.9678989,SRR3479243.28617016,SRR3479243.29859894,SRR3479243.18840639,SRR3479243.12039121,
chr22:44802077|44825593	chr22	44802077	44825593	4	2_3_1	91	0.081	exon	ENSG00000248405.10,ENSG00000241484.9,	+	SRR3479243.15182420,SRR3479243.9301902,SRR3479243.26081788,SRR3479243.28397581,
chr22:44808307|44825593	chr22	44808307	44825593	2	1_0_2	119	0.033	exon	ENSG00000241484.9,ENSG00000248405.10,	+	SRR3479243.15727744,SRR3479243.20238696,
chr22:45689712|45718493	chr22	45689712	45718493	6	3_1_2	70	0.146	exon	ENSG00000130638.15,	+	SRR3479243.6818814,SRR3479243.10173780,SRR3479243.2421464,SRR3479243.14304361,SRR3479243.7523552,SRR3479243.21412929,
chr22:45700282|45740538	chr22	45700282	45740538	3	2_2_1	319	0.018	exon	ENSG00000130638.15,	+	SRR3479243.15310539,SRR3479243.17556428,SRR3479243.21009659,
chr22:45729425|45740538	chr22	45729425	45740538	7	5_4_0	270	0.049	exon	ENSG00000130638.15,	+	SRR3479243.2980993,SRR3479243.16080829,SRR3479243.8703388,SRR3479243.20918624,SRR3479243.21414634,SRR3479243.22162472,SRR3479243.21493186,
chr22:45793545|45807022	chr22	45793545	45807022	2	2_1_1	243	0.016	intron	ENSG00000130638.15,	+	SRR3479243.16485600,SRR3479243.9335025,
chr22:45806959|45843733	chr22	45806959	45843733	4	1_0_2	275	0.028	intergenic_region	n/a	+	SRR3479243.3558072,SRR3479243.28530217,SRR3479243.19157163,SRR3479243.4775109,
chr22:46626751|46637960	chr22	46626751	46637960	7	6_6_0	26	0.350	exon	ENSG00000075240.16,	+	SRR3479243.23192949,SRR3479243.6897873,SRR3479243.7307740,SRR3479243.8033566,SRR3479243.19224419,SRR3479243.27336893,SRR3479243.30335177,
chr22:46792520|46797620	chr22	46792520	46797620	4	2_3_1	16	0.333	exon	ENSG00000054611.13,	+	SRR3479243.17718504,SRR3479243.23996202,SRR3479243.6311085,SRR3479243.9697882,
chr22:46974290|46978934	chr22	46974290	46978934	2	1_2_0	6	0.400	intron	ENSG00000054611.13,	+	SRR3479243.25274093,SRR3479243.26452460,
chr22:49775591|49777813	chr22	49775591	49777813	3	3_3_0	26	0.188	exon	ENSG00000100425.18,	-	SRR3479243.619596,SRR3479243.14046769,SRR3479243.20821879,
chr22:50372020|50394135	chr22	50372020	50394135	5	5_5_0	79	0.112	exon	ENSG00000100239.15,	+	SRR3479243.13885725,SRR3479243.20558729,SRR3479243.24895884,SRR3479243.10116437,SRR3479243.4685261,
chr3:3137260|3144710	chr3	3137260	3144710	11	10_10_0	53	0.293	exon	ENSG00000072756.16,	+	SRR3479243.1521339,SRR3479243.2612912,SRR3479243.24196252,SRR3479243.7310048,SRR3479243.7774296,SRR3479243.19142692,SRR3479243.20331148,SRR3479243.24986355,SRR3479243.9486212,SRR3479243.12314028,SRR3479243.29636382,
chr3:3777725|3789074	chr3	3777725	3789074	40	2_19_17	11	0.879	exon	ENSG00000144455.13,	-	SRR3479243.1245761,SRR3479243.13920255,SRR3479243.14077084,SRR3479243.15719892,SRR3479243.16790473,SRR3479243.16841403,SRR3479243.17689905,SRR3479243.18368678,SRR3479243.21830740,SRR3479243.21839565,SRR3479243.22390205,SRR3479243.22815089,SRR3479243.23590395,SRR3479243.24605989,SRR3479243.7735684,SRR3479243.8071627,SRR3479243.8185496,SRR3479243.9224359,SRR3479243.19129773,SRR3479243.20528065,SRR3479243.25407397,SRR3479243.26143106,SRR3479243.26445136,SRR3479243.26753215,SRR3479243.9482966,SRR3479243.11098911,SRR3479243.11459645,SRR3479243.11619242,SRR3479243.12391100,SRR3479243.3784157,SRR3479243.3836519,SRR3479243.4139764,SRR3479243.4611727,SRR3479243.4957022,SRR3479243.5550938,SRR3479243.28040430,SRR3479243.29516106,SRR3479243.20744351,SRR3479243.25007185,SRR3479243.3598947,
chr3:3777725|3795428	chr3	3777725	3795428	5	1_3_3	4	0.714	exon	ENSG00000144455.13,	-	SRR3479243.1573613,SRR3479243.13234570,SRR3479243.18950214,SRR3479243.10033679,SRR3479243.26338287,
chr3:4410865|4420146	chr3	4410865	4420146	6	5_1_5	28	0.300	exon	ENSG00000144455.13,	-	SRR3479243.1241575,SRR3479243.22359715,SRR3479243.19316339,SRR3479243.10110113,SRR3479243.3886998,SRR3479243.8619120,
chr3:5174017|5174414	chr3	5174017	5174414	3	2_3_0	28	0.176	exon	ENSG00000134108.12,	+	SRR3479243.15410879,SRR3479243.21027839,SRR3479243.15243145,
chr3:8912312|8941804	chr3	8912312	8941804	2	1_2_1	73	0.052	exon	ENSG00000070950.9,	-	SRR3479243.19389130,SRR3479243.25047043,
chr3:8935871|8941804	chr3	8935871	8941804	7	6_6_0	61	0.187	exon	ENSG00000070950.9,	-	SRR3479243.22915041,SRR3479243.7553655,SRR3479243.25868954,SRR3479243.9562110,SRR3479243.4386814,SRR3479243.28704471,SRR3479243.29706862,
chr3:8935871|8948570	chr3	8935871	8948570	3	2_0_2	66	0.083	exon	ENSG00000070950.9,	-	SRR3479243.23161559,SRR3479243.26876122,SRR3479243.10573600,
chr3:9445048|9445740	chr3	9445048	9445740	3	2_1_1	202	0.029	exon	ENSG00000168137.15,	+	SRR3479243.25505691,SRR3479243.862494,SRR3479243.1079510,
chr3:9762914|9763213	chr3	9762914	9763213	3	3_3_0	91	0.062	exon	ENSG00000134072.10,	-	SRR3479243.14970282,SRR3479243.27899380,SRR3479243.3881964,
chr3:10081100|10081464	chr3	10081100	10081464	2	0_1_2	139	0.028	exon	ENSG00000144554.10,	+	SRR3479243.20042565,SRR3479243.11711614,
chr3:11358418|11426926	chr3	11358418	11426926	2	2_2_0	60	0.062	exon	ENSG00000197548.12,	+	SRR3479243.14857310,SRR3479243.29734160,
chr3:12305854|12312453	chr3	12305854	12312453	2	2_1_1	60	0.062	exon	ENSG00000132170.19,	+	SRR3479243.10948106,SRR3479243.4667279,
chr3:12312380|12392752	chr3	12312380	12392752	5	3_4_1	83	0.108	exon	ENSG00000132170.19,	+	SRR3479243.12865430,SRR3479243.13333727,SRR3479243.17444546,SRR3479243.11002634,SRR3479243.30207946,
chr3:12312380|12406081	chr3	12312380	12406081	3	0_3_1	81	0.069	exon	ENSG00000132170.19,	+	SRR3479243.13254917,SRR3479243.9263422,SRR3479243.27268225,
chr3:12312380|12417154	chr3	12312380	12417154	3	2_3_0	94	0.060	exon	ENSG00000132170.19,	+	SRR3479243.26152644,SRR3479243.5401131,SRR3479243.1110393,
chr3:12405882|12417154	chr3	12405882	12417154	2	2_2_0	113	0.034	exon	ENSG00000132170.19,	+	SRR3479243.6325664,SRR3479243.8884327,
chr3:12516611|12519197	chr3	12516611	12519197	2	2_2_0	18	0.182	exon	ENSG00000154743.17,	+	SRR3479243.3145264,SRR3479243.5885558,
chr3:12820086|12827604	chr3	12820086	12827604	3	1_3_2	49	0.109	exon	ENSG00000144712.11,	+	SRR3479243.9246885,SRR3479243.19216344,SRR3479243.27070699,
chr3:12935448|12941865	chr3	12935448	12941865	7	5_5_0	16	0.467	exon	ENSG00000144711.13,	-	SRR3479243.2658510,SRR3479243.13293096,SRR3479243.13706891,SRR3479243.15384513,SRR3479243.19978845,SRR3479243.11537547,SRR3479243.28649063,
chr3:13129305|13129525	chr3	13129305	13129525	10	10_8_0	0	1	intergenic_region	n/a	-	SRR3479243.13716591,SRR3479243.24229471,SRR3479243.6305261,SRR3479243.8703455,SRR3479243.25152627,SRR3479243.28981230,SRR3479243.29907789,SRR3479243.30655664,SRR3479243.21842083,SRR3479243.19047307,
